name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Evan Ferguson,Ireland,Attack,right,188.0,GB1,Brighton & Hove Albion,50000000.0,2,0,6,1,1721,20
Raphinha,Brazil,Attack,left,176.0,ES1,FC Barcelona,50000000.0,5,1,10,13,1950,28
Kingsley Coman,France,Attack,right,181.0,L1,Bayern Munich,50000000.0,1,0,5,3,1737,28
Benjamin Sesko,Slovenia,Attack,right,195.0,L1,RB Leipzig,50000000.0,1,0,18,2,2057,21
Ivan Toney,England,Attack,right,185.0,GB1,Brentford FC,50000000.0,5,0,4,2,1449,28
Jonathan David,Canada,Attack,both,180.0,FR1,LOSC Lille,50000000.0,5,0,20,5,2852,25
Diogo Jota,Portugal,Attack,right,178.0,GB1,Liverpool FC,50000000.0,3,0,15,4,1711,28
Gonçalo Ramos,Portugal,Attack,right,185.0,FR1,Paris Saint-Germain,50000000.0,2,0,11,2,1631,23
Savinho,Brazil,Attack,left,176.0,ES1,Girona FC,50000000.0,6,0,11,10,3253,20
Bradley Barcola,France,Attack,right,182.0,FR1,Olympique Lyon,50000000.0,3,0,5,9,2188,22
Jarrod Bowen,England,Attack,left,176.0,GB1,West Ham United,50000000.0,4,0,20,10,3842,28
Brennan Johnson,Wales,Attack,right,186.0,GB1,Nottingham Forest,48000000.0,4,0,5,10,2506,23
Johan Bakayoko,Belgium,Attack,left,179.0,NL1,PSV Eindhoven,45000000.0,2,0,14,14,3716,21
Kaoru Mitoma,Japan,Attack,right,178.0,GB1,Brighton & Hove Albion,45000000.0,6,0,3,5,2067,27
João Pedro,Brazil,Attack,right,188.0,GB1,Brighton & Hove Albion,45000000.0,10,0,25,4,4868,23
Matheus Cunha,Brazil,Attack,right,183.0,GB1,Wolverhampton Wanderers,45000000.0,9,0,14,8,2772,25
Randal Kolo Muani,France,Attack,right,187.0,FR1,Paris Saint-Germain,45000000.0,2,0,10,5,2049,26
Heung-min Son,"Korea, South",Attack,both,184.0,GB1,Tottenham Hotspur,45000000.0,1,0,17,10,2967,32
Arda Güler,Türkiye,Attack,left,175.0,ES1,Real Madrid,45000000.0,1,0,6,0,440,19
Mikel Oyarzabal,Spain,Attack,left,181.0,ES1,Real Sociedad,45000000.0,3,0,14,3,3058,27
Alejandro Garnacho,Argentina,Attack,right,180.0,GB1,Manchester United,45000000.0,4,0,10,5,3574,20
Leon Bailey,Jamaica,Attack,left,178.0,GB1,Aston Villa,42000000.0,6,0,12,10,2424,27
Christian Pulisic,United States,Attack,right,177.0,IT1,AC Milan,40000000.0,3,0,15,11,3613,26
Donyell Malen,Netherlands,Attack,right,176.0,L1,Borussia Dortmund,40000000.0,5,0,15,5,2378,26
Mathys Tel,France,Attack,right,183.0,L1,Bayern Munich,40000000.0,2,0,10,6,1406,19
Bryan Mbeumo,Cameroon,Attack,left,171.0,GB1,Brentford FC,40000000.0,2,0,9,6,2079,25
Ademola Lookman,Nigeria,Attack,right,174.0,IT1,Atalanta BC,40000000.0,6,0,17,10,2809,27
Serge Gnabry,Germany,Attack,right,176.0,L1,Bayern Munich,40000000.0,0,0,5,2,764,29
Serhou Guirassy,Guinea,Attack,right,187.0,L1,VfB Stuttgart,40000000.0,0,0,30,3,2380,28
Victor Boniface,Nigeria,Attack,right,190.0,L1,Bayer 04 Leverkusen,40000000.0,3,0,21,10,2109,24
Santiago Gimenez,Mexico,Attack,left,183.0,NL1,Feyenoord Rotterdam,40000000.0,6,0,26,8,3204,23
Dominic Solanke,England,Attack,right,186.0,GB1,AFC Bournemouth,40000000.0,5,0,21,4,3553,27
Richarlison,Brazil,Attack,right,184.0,GB1,Tottenham Hotspur,38000000.0,3,0,12,4,1737,27
Federico Chiesa,Italy,Attack,right,175.0,IT1,Juventus FC,35000000.0,1,0,10,3,2512,27
Artem Dovbyk,Ukraine,Attack,left,189.0,UKR1,SK Dnipro-1,35000000.0,2,0,25,10,2857,27
Samu Omorodion,Spain,Attack,right,193.0,ES1,Deportivo Alavés,35000000.0,5,0,9,1,2096,20
Mykhaylo Mudryk,Ukraine,Attack,right,175.0,GB1,Chelsea FC,35000000.0,7,0,7,2,2014,24
Gianluca Scamacca,Italy,Attack,right,195.0,IT1,Atalanta BC,35000000.0,5,0,19,8,2319,26
Nicolas Jackson,Senegal,Attack,right,188.0,GB1,Chelsea FC,35000000.0,10,0,17,6,3534,23
Nicolás González,Argentina,Attack,left,180.0,IT1,ACF Fiorentina,35000000.0,1,0,14,3,2273,26
Harvey Barnes,England,Attack,right,182.0,GB1,Newcastle United,35000000.0,3,0,5,3,853,27
Leandro Trossard,Belgium,Attack,right,172.0,GB1,Arsenal FC,35000000.0,2,0,17,2,2263,30
Elye Wahi,France,Attack,right,181.0,FR1,Montpellier HSC,35000000.0,11,0,12,4,2322,22
Raheem Sterling,England,Attack,right,170.0,GB1,Chelsea FC,35000000.0,8,0,10,8,2759,30
Evanilson,Brazil,Attack,both,183.0,PO1,FC Porto,35000000.0,5,1,17,6,2637,25
Brian Brobbey,Netherlands,Attack,right,182.0,NL1,Ajax Amsterdam,35000000.0,7,0,22,10,3056,22
Jadon Sancho,England,Attack,right,180.0,L1,Borussia Dortmund,30000000.0,1,0,3,3,1593,24
Eddie Nketiah,England,Attack,right,175.0,GB1,Arsenal FC,30000000.0,4,0,6,3,1393,25
Viktor Tsygankov,Ukraine,Attack,left,178.0,ES1,Girona FC,30000000.0,1,0,8,7,2365,27
Amine Adli,Morocco,Attack,left,174.0,L1,Bayer 04 Leverkusen,30000000.0,6,0,10,12,2261,24
João Félix,Portugal,Attack,right,181.0,ES1,FC Barcelona,30000000.0,5,0,10,6,2143,25
Albert Gudmundsson,Iceland,Attack,right,177.0,IT1,Genoa CFC,30000000.0,4,0,16,5,3157,27
Pepê,Brazil,Attack,right,175.0,PO1,FC Porto,30000000.0,7,0,6,9,3682,27
Tammy Abraham,England,Attack,right,194.0,IT1,AS Roma,30000000.0,1,0,1,1,321,27
Ferran Torres,Spain,Attack,right,184.0,ES1,FC Barcelona,30000000.0,5,0,11,4,1994,24
Folarin Balogun,United States,Attack,right,178.0,FR1,AS Monaco,30000000.0,1,0,7,6,1695,23
Samuel Lino,Brazil,Attack,right,170.0,ES1,Atlético de Madrid,30000000.0,3,0,8,8,2997,25
Vitor Roque,Brazil,Attack,right,172.0,ES1,FC Barcelona,30000000.0,4,0,2,0,353,19
Romelu Lukaku,Belgium,Attack,left,191.0,IT1,AS Roma,30000000.0,5,1,21,4,3908,31
Maximilian Beier,Germany,Attack,right,185.0,L1,TSG 1899 Hoffenheim,30000000.0,1,0,16,3,2535,22
Kenan Yıldız,Türkiye,Attack,both,187.0,IT1,Juventus FC,30000000.0,3,0,4,1,1086,19
Simon Adingra,Cote d'Ivoire,Attack,right,175.0,GB1,Brighton & Hove Albion,30000000.0,3,0,7,3,2853,23
Désiré Doué,France,Attack,both,181.0,FR1,Stade Rennais FC,30000000.0,4,0,4,5,1971,19
Yéremy Pino,Spain,Attack,right,172.0,ES1,Villarreal CF,30000000.0,5,0,0,0,621,22
Taiwo Awoniyi,Nigeria,Attack,right,183.0,GB1,Nottingham Forest,28000000.0,2,0,6,3,1194,27
Aleksandar Mitrovic,Serbia,Attack,right,189.0,GB1,Fulham FC,28000000.0,0,0,0,0,32,30
Chris Führich,Germany,Attack,right,181.0,L1,VfB Stuttgart,28000000.0,2,0,9,7,2925,27
Ermedin Demirovic,Bosnia-Herzegovina,Attack,right,185.0,L1,FC Augsburg,28000000.0,7,0,15,10,2945,26
Karim Adeyemi,Germany,Attack,left,180.0,L1,Borussia Dortmund,28000000.0,6,0,5,2,1710,23
Yoane Wissa,DR Congo,Attack,right,176.0,GB1,Brentford FC,28000000.0,8,0,12,3,2626,28
Jamie Bynoe-Gittens,England,Attack,right,177.0,L1,Borussia Dortmund,28000000.0,1,0,2,8,1396,20
Noni Madueke,England,Attack,left,182.0,GB1,Chelsea FC,28000000.0,2,0,8,3,1593,22
Malcom,Brazil,Attack,left,171.0,RU1,Zenit St. Petersburg,28000000.0,0,0,0,0,90,27
Matías Soulé,Argentina,Attack,left,182.0,IT1,Frosinone Calcio,25000000.0,5,0,11,3,3263,21
Marcos Leonardo,Brazil,Attack,right,177.0,PO1,SL Benfica,25000000.0,1,0,7,1,437,21
Galeno,Brazil,Attack,right,179.0,PO1,FC Porto,25000000.0,5,0,14,10,3106,27
Amine Gouiri,Algeria,Attack,right,181.0,FR1,Stade Rennais FC,25000000.0,4,0,9,3,2403,24
Edon Zhegrova,Kosovo,Attack,left,181.0,FR1,LOSC Lille,25000000.0,4,1,7,6,2466,25
Vangelis Pavlidis,Greece,Attack,both,186.0,NL1,AZ Alkmaar,25000000.0,5,0,30,5,3594,26
Alex Iwobi,Nigeria,Attack,right,183.0,GB1,Fulham FC,25000000.0,2,0,6,2,2544,28
Antony,Brazil,Attack,left,172.0,GB1,Manchester United,25000000.0,6,0,3,2,1910,24
Iñaki Williams,Ghana,Attack,right,186.0,ES1,Athletic Bilbao,25000000.0,4,0,14,5,3188,30
Alexander Sørloth,Norway,Attack,left,195.0,ES1,Villarreal CF,25000000.0,6,0,26,6,2954,29
Igor Thiago,Brazil,Attack,right,191.0,BE1,Club Brugge KV,25000000.0,9,0,18,3,2203,23
Ansu Fati,Spain,Attack,right,178.0,GB1,Brighton & Hove Albion,25000000.0,3,0,4,1,1041,22
Antoine Griezmann,France,Attack,left,176.0,ES1,Atlético de Madrid,25000000.0,7,0,24,8,3918,33
Rodrigo Riquelme,Spain,Attack,right,174.0,ES1,Atlético de Madrid,25000000.0,1,0,4,6,1990,24
David Neres,Brazil,Attack,left,176.0,PO1,SL Benfica,25000000.0,2,0,5,9,1683,27
Hee-chan Hwang,"Korea, South",Attack,right,177.0,GB1,Wolverhampton Wanderers,25000000.0,7,0,13,3,2249,29
Oscar Bobb,Norway,Attack,left,175.0,GB1,Manchester City,25000000.0,0,0,2,2,819,21
Mason Greenwood,England,Attack,both,181.0,ES1,Getafe CF,25000000.0,6,1,10,6,2908,23
Jørgen Strand Larsen,Norway,Attack,right,193.0,ES1,Celta de Vigo,25000000.0,5,0,13,3,2902,24
Giacomo Raspadori,Italy,Attack,right,172.0,IT1,SSC Napoli,25000000.0,1,0,6,3,1900,24
Deniz Undav,Germany,Attack,right,179.0,L1,VfB Stuttgart,25000000.0,5,0,19,10,2339,28
Terem Moffi,Nigeria,Attack,left,188.0,FR1,OGC Nice,25000000.0,4,0,11,2,1961,25
Nathan Tella,Nigeria,Attack,right,173.0,L1,Bayer 04 Leverkusen,23000000.0,2,0,6,5,1471,25
Dan Ndoye,Switzerland,Attack,right,184.0,IT1,Bologna FC 1909,22000000.0,4,0,2,3,2078,24
Francisco Conceição,Portugal,Attack,left,170.0,PO1,FC Porto,22000000.0,13,0,7,5,2308,22
Kevin Schade,Germany,Attack,right,185.0,GB1,Brentford FC,22000000.0,0,0,2,1,392,23
Youssoufa Moukoko,Germany,Attack,left,179.0,L1,Borussia Dortmund,22000000.0,1,0,6,0,758,20
Dominic Calvert-Lewin,England,Attack,right,189.0,GB1,Everton FC,22000000.0,3,1,8,3,2630,27
Anthony Elanga,Sweden,Attack,right,178.0,GB1,Nottingham Forest,22000000.0,1,0,5,9,2678,22
Dwight McNeil,England,Attack,left,183.0,GB1,Everton FC,22000000.0,3,0,3,7,3360,25
Patrik Schick,Czech Republic,Attack,left,191.0,L1,Bayer 04 Leverkusen,22000000.0,2,0,13,3,1555,29
Armando Broja,Albania,Attack,right,191.0,GB1,Fulham FC,22000000.0,0,0,2,1,776,23
Omar Marmoush,Egypt,Attack,right,183.0,L1,Eintracht Frankfurt,22000000.0,7,0,13,6,2602,25
Marcus Edwards,England,Attack,left,168.0,PO1,Sporting CP,20000000.0,5,1,5,8,2084,26
Dango Ouattara,Burkina Faso,Attack,left,177.0,GB1,AFC Bournemouth,20000000.0,3,0,1,2,1383,22
Noah Okafor,Switzerland,Attack,right,185.0,IT1,AC Milan,20000000.0,1,0,6,3,1005,24
Arnaud Kalimuendo,France,Attack,right,178.0,FR1,Stade Rennais FC,20000000.0,7,0,11,4,2459,23
Georges Mikautadze,Georgia,Attack,right,176.0,FR1,FC Metz,20000000.0,1,0,13,4,2095,24
Rodrigo Muniz,Brazil,Attack,right,186.0,GB1,Fulham FC,20000000.0,2,0,10,1,2019,23
Saïd Benrahma,Algeria,Attack,right,172.0,FR1,Olympique Lyon,20000000.0,3,1,3,5,1981,29
Paulo Dybala,Argentina,Attack,left,177.0,IT1,AS Roma,20000000.0,3,0,16,10,2671,31
Samuel Chukwueze,Nigeria,Attack,left,172.0,IT1,AC Milan,20000000.0,1,0,3,3,1380,25
Marco Asensio,Spain,Attack,left,182.0,FR1,Paris Saint-Germain,20000000.0,0,0,4,5,1256,29
Hugo Ekitiké,France,Attack,right,189.0,FR1,Paris Saint-Germain,20000000.0,3,0,4,2,727,22
Miguel Almirón,Paraguay,Attack,left,174.0,GB1,Newcastle United,20000000.0,4,0,5,3,2739,30
Beto,Portugal,Attack,right,194.0,IT1,Udinese Calcio,20000000.0,2,0,6,3,1307,26
Youssef En-Nesyri,Morocco,Attack,left,192.0,ES1,Sevilla FC,20000000.0,4,0,20,3,3243,27
Brajan Gruda,Germany,Attack,left,178.0,L1,1.FSV Mainz 05,20000000.0,5,0,4,3,1740,20
Jonas Wind,Denmark,Attack,right,190.0,L1,VfL Wolfsburg,20000000.0,4,0,12,8,2889,25
Jean-Philippe Mateta,France,Attack,right,192.0,GB1,Crystal Palace,20000000.0,5,0,19,5,2574,27
Ander Barrenetxea,Spain,Attack,right,175.0,ES1,Real Sociedad,20000000.0,2,0,5,2,2059,23
Takumi Minamino,Japan,Attack,right,172.0,FR1,AS Monaco,20000000.0,4,0,9,6,2127,30
Jhon Durán,Colombia,Attack,left,185.0,GB1,Aston Villa,20000000.0,5,0,6,0,660,21
Martin Terrier,France,Attack,right,184.0,FR1,Stade Rennais FC,20000000.0,2,1,8,4,1942,27
Trincão,Portugal,Attack,left,184.0,PO1,Sporting CP,20000000.0,1,0,9,10,2496,25
Mattia Zaccagni,Italy,Attack,right,177.0,IT1,SS Lazio,20000000.0,9,0,7,2,2519,29
El Bilal Touré,Mali,Attack,both,185.0,IT1,Atalanta BC,20000000.0,2,0,3,1,478,23
Barış Alper Yılmaz,Türkiye,Attack,right,186.0,TR1,Galatasaray,20000000.0,10,0,6,11,3170,24
Ismaïla Sarr,Senegal,Attack,right,185.0,FR1,Olympique Marseille,18000000.0,5,0,5,6,2074,26
Callum Hudson-Odoi,England,Attack,right,178.0,GB1,Nottingham Forest,18000000.0,0,0,8,2,2190,24
Jack Harrison,England,Attack,left,175.0,GB1,Everton FC,18000000.0,2,0,4,3,2706,28
Enes Ünal,Türkiye,Attack,right,187.0,GB1,AFC Bournemouth,18000000.0,2,0,2,4,562,27
Steven Bergwijn,Netherlands,Attack,right,178.0,NL1,Ajax Amsterdam,18000000.0,6,1,13,5,2549,27
Andreas Skov Olsen,Denmark,Attack,left,187.0,BE1,Club Brugge KV,18000000.0,6,0,13,4,2531,25
Ángel Correa,Argentina,Attack,right,171.0,ES1,Atlético de Madrid,18000000.0,4,0,11,3,2013,29
Isaac Romero,Spain,Attack,left,184.0,ES1,Sevilla FC,18000000.0,2,0,6,4,1190,24
Amad Diallo,Cote d'Ivoire,Attack,left,173.0,GB1,Manchester United,18000000.0,3,0,2,1,470,22
Thijs Dallinga,Netherlands,Attack,right,190.0,FR1,FC Toulouse,18000000.0,6,0,18,5,3263,24
Gorka Guruzeta,Spain,Attack,right,188.0,ES1,Athletic Bilbao,18000000.0,2,0,16,5,2546,28
Noa Lang,Netherlands,Attack,right,170.0,NL1,PSV Eindhoven,18000000.0,2,0,5,2,1129,25
Simon Banza,DR Congo,Attack,right,189.0,PO1,SC Braga,18000000.0,5,0,23,5,2631,28
Ernest Nuamah,Ghana,Attack,left,178.0,DK1,FC Nordsjaelland,18000000.0,6,0,7,3,2243,21
Odsonne Edouard,France,Attack,right,187.0,GB1,Crystal Palace,18000000.0,4,0,8,0,1722,27
Ritsu Doan,Japan,Attack,left,172.0,L1,SC Freiburg,18000000.0,2,0,9,7,3225,26
Solly March,England,Attack,left,180.0,GB1,Brighton & Hove Albion,18000000.0,1,0,3,1,771,30
Harry Wilson,Wales,Attack,left,173.0,GB1,Fulham FC,17000000.0,8,0,5,9,2039,27
Luis Sinisterra,Colombia,Attack,right,172.0,GB1,AFC Bournemouth,17000000.0,0,0,3,3,996,25
Timo Werner,Germany,Attack,right,180.0,L1,RB Leipzig,17000000.0,1,0,4,4,1291,28
Mauro Icardi,Argentina,Attack,right,181.0,TR1,Galatasaray,17000000.0,2,0,31,12,3821,31
Yankuba Minteh,The Gambia,Attack,left,180.0,NL1,Feyenoord Rotterdam,16000000.0,4,0,11,6,1991,20
Mateo Retegui,Italy,Attack,right,186.0,IT1,Genoa CFC,16000000.0,5,0,9,3,2371,25
Lucas Beltrán,Argentina,Attack,right,176.0,IT1,ACF Fiorentina,16000000.0,6,0,6,3,2093,23
Hugo Duro,Spain,Attack,left,177.0,ES1,Valencia CF,16000000.0,4,0,13,4,3146,25
Álvaro Morata,Spain,Attack,right,189.0,ES1,Atlético de Madrid,16000000.0,7,0,21,5,2968,32
Konstantin Tyukavin,Russia,Attack,right,180.0,RU1,Dynamo Moscow,16000000.0,0,0,17,10,2728,22
Mohamed Amoura,Algeria,Attack,right,170.0,BE1,Union Saint-Gilloise,16000000.0,6,0,19,3,1880,24
Kévin Denkey,Togo,Attack,right,181.0,BE1,Cercle Brugge,16000000.0,6,0,23,0,2497,24
Riccardo Orsolini,Italy,Attack,left,183.0,IT1,Bologna FC 1909,16000000.0,2,0,10,2,1911,28
Kerem Aktürkoğlu,Türkiye,Attack,right,173.0,TR1,Galatasaray,15000000.0,7,0,15,9,3525,26
Iliman Ndiaye,Senegal,Attack,right,180.0,FR1,Olympique Marseille,15000000.0,1,1,4,5,2476,24
Roland Sallai,Hungary,Attack,both,183.0,L1,SC Freiburg,15000000.0,8,0,8,4,2550,27
Patrick Wimmer,Austria,Attack,right,182.0,L1,VfL Wolfsburg,15000000.0,3,1,2,0,624,23
Borja Mayoral,Spain,Attack,right,182.0,ES1,Getafe CF,15000000.0,2,0,17,1,2381,27
Anders Dreyer,Denmark,Attack,left,174.0,BE1,RSC Anderlecht,15000000.0,2,1,15,8,2249,26
Jérémie Boga,Cote d'Ivoire,Attack,right,172.0,FR1,OGC Nice,15000000.0,1,0,6,6,2011,28
Ilias Akhomach,Morocco,Attack,left,175.0,ES1,Villarreal CF,15000000.0,5,0,4,5,2124,20
Keane Lewis-Potter,England,Attack,right,170.0,GB1,Brentford FC,15000000.0,1,0,3,1,1731,23
Gift Orban,Nigeria,Attack,right,178.0,FR1,Olympique Lyon,15000000.0,4,1,8,0,1658,22
Gonçalo Guedes,Portugal,Attack,right,179.0,ES1,Villarreal CF,15000000.0,1,0,3,4,1361,28
Reiss Nelson,England,Attack,right,175.0,GB1,Arsenal FC,15000000.0,1,0,1,2,641,25
Antonio Nusa,Norway,Attack,right,180.0,BE1,Club Brugge KV,15000000.0,0,0,3,4,1313,19
Ricardo Horta,Portugal,Attack,right,173.0,PO1,SC Braga,15000000.0,5,0,11,13,3494,30
Eli Junior Kroupi,France,Attack,right,179.0,FR1,FC Lorient,15000000.0,1,0,5,3,1077,18
Álvaro Djaló,Spain,Attack,right,175.0,PO1,SC Braga,15000000.0,10,0,14,5,2742,25
Morgan Rogers,England,Attack,right,187.0,GB1,Aston Villa,15000000.0,5,0,8,4,1182,22
Malick Fofana,Belgium,Attack,right,169.0,FR1,Olympique Lyon,15000000.0,1,0,6,6,1944,19
Ângelo,Brazil,Attack,left,180.0,FR1,RC Strasbourg Alsace,15000000.0,2,0,0,4,1090,20
Robert Lewandowski,Poland,Attack,right,185.0,ES1,FC Barcelona,15000000.0,6,0,26,9,3800,36
Jacob Murphy,England,Attack,right,173.0,GB1,Newcastle United,15000000.0,1,0,3,8,1597,29
Niclas Füllkrug,Germany,Attack,right,189.0,L1,SV Werder Bremen,15000000.0,1,0,16,10,3605,31
Andrea Pinamonti,Italy,Attack,right,185.0,IT1,US Sassuolo,15000000.0,4,0,12,2,3202,25
Ludovic Blas,France,Attack,left,180.0,FR1,Stade Rennais FC,15000000.0,5,0,7,1,1931,27
Taty Castellanos,Argentina,Attack,right,178.0,IT1,SS Lazio,15000000.0,5,0,6,5,2131,26
Jaden Philogene,England,Attack,right,181.0,GB1,Aston Villa,15000000.0,0,0,0,0,3,22
Hirving Lozano,Mexico,Attack,right,175.0,NL1,PSV Eindhoven,15000000.0,6,0,6,3,1997,29
Moise Kean,Italy,Attack,right,183.0,IT1,Juventus FC,14000000.0,2,0,0,0,654,24
Igor Paixão,Brazil,Attack,right,168.0,NL1,Feyenoord Rotterdam,14000000.0,3,0,12,4,2929,24
Arthur Cabral,Brazil,Attack,right,186.0,PO1,SL Benfica,14000000.0,2,0,8,2,1730,26
Cengiz Ünder,Türkiye,Attack,left,173.0,TR1,Fenerbahce,14000000.0,3,0,9,3,1074,27
Nuno Santos,Portugal,Attack,left,177.0,PO1,Sporting CP,14000000.0,10,1,7,17,3739,29
Justin Kluivert,Netherlands,Attack,both,172.0,GB1,AFC Bournemouth,14000000.0,6,0,9,2,2092,25
Jhon Córdoba,Colombia,Attack,right,188.0,RU1,FK Krasnodar,14000000.0,4,1,18,6,2624,31
Bryan Gil,Spain,Attack,left,175.0,GB1,Tottenham Hotspur,14000000.0,1,0,0,0,233,23
Diego López,Spain,Attack,right,172.0,ES1,Valencia CF,14000000.0,2,0,4,6,2847,22
Kyogo Furuhashi,Japan,Attack,right,170.0,SC1,Celtic FC,14000000.0,2,0,16,4,2955,30
Vitinha,Portugal,Attack,right,178.0,FR1,Olympique Marseille,14000000.0,7,0,15,8,4647,24
Rafa,Portugal,Attack,right,172.0,PO1,SL Benfica,14000000.0,4,0,18,14,3847,31
Yannick Carrasco,Belgium,Attack,right,181.0,ES1,Atlético de Madrid,14000000.0,0,0,0,1,223,31
Lyle Foster,South Africa,Attack,right,185.0,GB1,Burnley FC,13000000.0,0,1,5,3,1966,24
Matteo Politano,Italy,Attack,left,171.0,IT1,SSC Napoli,13000000.0,4,1,9,10,3126,31
Levi García,Trinidad and Tobago,Attack,left,182.0,GR1,AEK Athens,13000000.0,0,0,12,3,1267,27
Arnaut Danjuma,Netherlands,Attack,right,178.0,GB1,Everton FC,13000000.0,0,0,2,0,929,27
Manor Solomon,Israel,Attack,right,170.0,GB1,Tottenham Hotspur,13000000.0,1,0,0,2,303,25
Paul Onuachu,Nigeria,Attack,right,201.0,TR1,Trabzonspor,13000000.0,3,0,15,4,1536,30
Carlton Morris,England,Attack,right,185.0,GB1,Luton Town,13000000.0,4,0,11,5,3229,29
Callum Wilson,England,Attack,right,180.0,GB1,Newcastle United,13000000.0,4,0,10,1,1338,32
Samuel Iling-Junior,England,Attack,left,182.0,IT1,Juventus FC,13000000.0,1,0,1,2,983,21
Daniel Podence,Portugal,Attack,right,170.0,GR1,Olympiacos Piraeus,13000000.0,4,0,10,6,1797,29
Cameron Archer,England,Attack,right,175.0,GB1,Sheffield United,13000000.0,2,0,4,1,2065,23
Fotis Ioannidis,Greece,Attack,both,187.0,GR1,Panathinaikos FC,13000000.0,4,0,18,7,2310,25
